id,collection,dc.contributor.author,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued,dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.language.iso[],dc.publisher[],dc.subject[],dc.title[],dc.title[en_US],dc.type[]
"00278532-ef3e-49ac-878c-6b10097a17a7","108/33",,"GB951037(A)||BASF AG","2021-05-18T09:04:03Z","2016-12-02T09:58:48Z","2021-05-18T09:04:03Z","2016-12-02T09:58:48Z",,"1964-03-04","Made available in DSpace on 2016-12-02T09:58:48Z (GMT). No. of bitstreams: 1
gb951037(a).pdf: 182370 bytes, checksum: 5743838c76fe19e79037805979a6cb60 (MD5)
  Previous issue date: 1964-03-04||Made available in DSpace on 2021-05-18T09:04:03Z (GMT). No. of bitstreams: 1
gb951037(a).pdf: 182370 bytes, checksum: 5743838c76fe19e79037805979a6cb60 (MD5)
  Previous issue date: 1964-03-04","http://localhost:8080/xmlui/handle/108/22708",,,,"Production of a manganese oxide suitable for the production of ferrites ( TIRC 7136 )",,
"008a7e4e-4417-4e16-96fa-be557ddd7389","108/33",,"US6466172B1||The United States of America as represented by the","2021-05-18T09:04:52Z","2016-12-02T09:57:46Z","2021-05-18T09:04:52Z","2016-12-02T09:57:46Z",,"2002-10-15","Made available in DSpace on 2016-12-02T09:57:46Z (GMT). No. of bitstreams: 1
us6466172b1.pdf: 599335 bytes, checksum: e114a6b845ca1412559313c6a913c4ec (MD5)
  Previous issue date: 2002-10-15||Made available in DSpace on 2021-05-18T09:04:52Z (GMT). No. of bitstreams: 1
us6466172b1.pdf: 599335 bytes, checksum: e114a6b845ca1412559313c6a913c4ec (MD5)
  Previous issue date: 2002-10-15","http://localhost:8080/xmlui/handle/108/21840",,,,"GPS and telemetry antenna for use on projectiles",,
"00f27369-b997-4f51-b1a6-c7eec92d5e6c","108/33",,"US4562980A||The Commonwealth of Australia","2021-05-18T09:04:49Z","2016-12-02T09:57:48Z","2021-05-18T09:04:49Z","2016-12-02T09:57:48Z",,"1986-07-01","Made available in DSpace on 2016-12-02T09:57:48Z (GMT). No. of bitstreams: 1
us4562980a.pdf: 599726 bytes, checksum: 741e4348ebb6d5a958c20e34d2302c54 (MD5)
  Previous issue date: 1986-07-01||Made available in DSpace on 2021-05-18T09:04:49Z (GMT). No. of bitstreams: 1
us4562980a.pdf: 599726 bytes, checksum: 741e4348ebb6d5a958c20e34d2302c54 (MD5)
  Previous issue date: 1986-07-01","http://localhost:8080/xmlui/handle/108/21862",,,,"Rocketvehicle",,
"01064454-1927-447e-abe9-e730dd731e51","108/33",,"US20010025901A1||{n/a}","2021-05-18T09:08:50Z","2016-12-02T09:58:07Z","2021-05-18T09:08:50Z","2016-12-02T09:58:07Z",,"2001-04-10","Made available in DSpace on 2016-12-02T09:58:07Z (GMT). No. of bitstreams: 1
us20010025901a1.pdf: 350710 bytes, checksum: 6f3ce828dda49c01e2724944dda4f725 (MD5)
  Previous issue date: 2001-04-10||Made available in DSpace on 2021-05-18T09:08:50Z (GMT). No. of bitstreams: 1
us20010025901a1.pdf: 350710 bytes, checksum: 6f3ce828dda49c01e2724944dda4f725 (MD5)
  Previous issue date: 2001-04-10","http://localhost:8080/xmlui/handle/108/22126",,,,"Method and system for guiding submunitions",,
"011b74ef-e750-49bf-b722-71b8ca0d3894","108/33",,"US3443976(A)||None","2021-05-18T09:15:53Z","2016-12-02T09:58:30Z","2021-05-18T09:15:53Z","2016-12-02T09:58:30Z",,"1969-05-13","Made available in DSpace on 2016-12-02T09:58:30Z (GMT). No. of bitstreams: 1
us3443976(a).pdf: 309417 bytes, checksum: c5515736c49e347f90aceb7ad4114d31 (MD5)
  Previous issue date: 1969-05-13||Made available in DSpace on 2021-05-18T09:15:53Z (GMT). No. of bitstreams: 1
us3443976(a).pdf: 309417 bytes, checksum: c5515736c49e347f90aceb7ad4114d31 (MD5)
  Previous issue date: 1969-05-13","http://localhost:8080/xmlui/handle/108/22452",,,,"MINERAL GRINDING AIDS (TIRC 9120)",,
"0134b2cd-126a-4ae0-997e-312fbc53386f","108/33",,"US20060010998A1||Roke Manor Research Limited","2021-05-18T09:06:32Z","2016-12-02T09:57:59Z","2021-05-18T09:06:32Z","2016-12-02T09:57:59Z",,"2006-01-19","Made available in DSpace on 2016-12-02T09:57:59Z (GMT). No. of bitstreams: 1
us20060010998a1.pdf: 608434 bytes, checksum: 55b293531310f6772edf39e212ca5b06 (MD5)
  Previous issue date: 2006-01-19||Made available in DSpace on 2021-05-18T09:06:32Z (GMT). No. of bitstreams: 1
us20060010998a1.pdf: 608434 bytes, checksum: 55b293531310f6772edf39e212ca5b06 (MD5)
  Previous issue date: 2006-01-19","http://localhost:8080/xmlui/handle/108/22008",,,,"Autonomous reconnaissance sonde, and method for deployment thereof",,
"016de903-f707-4a03-a952-d6e1637f7fca","108/33",,"US3721847(A)||Tokyo Shibaura Electric Co. Ltd.","2021-05-18T09:16:58Z","2016-12-02T09:58:33Z","2021-05-18T09:16:58Z","2016-12-02T09:58:33Z",,"1973-03-20","Made available in DSpace on 2016-12-02T09:58:33Z (GMT). No. of bitstreams: 1
us3721847(a).pdf: 390202 bytes, checksum: ad182abad54b4cf70c5275e6d315975d (MD5)
  Previous issue date: 1973-03-20||Made available in DSpace on 2021-05-18T09:16:58Z (GMT). No. of bitstreams: 1
us3721847(a).pdf: 390202 bytes, checksum: ad182abad54b4cf70c5275e6d315975d (MD5)
  Previous issue date: 1973-03-20","http://localhost:8080/xmlui/handle/108/22507",,,,"APPARATUS FOR PRODUCING X-RAYS FROM AN ELECTRIC INSULATOR (TIRC 16132)",,
"0191d200-298d-4244-ab83-fc840b3d1624","108/33",,"US5131602A||NotAvailable","2021-05-18T09:08:28Z","2016-12-02T09:58:06Z","2021-05-18T09:08:28Z","2016-12-02T09:58:06Z",,"1992-07-21","Made available in DSpace on 2016-12-02T09:58:06Z (GMT). No. of bitstreams: 1
us5131602a.pdf: 625954 bytes, checksum: 7860144ef665f397023af03456a00051 (MD5)
  Previous issue date: 1992-07-21||Made available in DSpace on 2021-05-18T09:08:28Z (GMT). No. of bitstreams: 1
us5131602a.pdf: 625954 bytes, checksum: 7860144ef665f397023af03456a00051 (MD5)
  Previous issue date: 1992-07-21","http://localhost:8080/xmlui/handle/108/22119",,,,"Apparatus and method for remote guidance of cannon-launched projectiles",,
"019f3a2b-d438-4a1c-81de-afe452b424d8","108/33",,"US4703290(A)||Siemens Aktiengesellschaft","2021-05-18T09:21:07Z","2016-12-02T09:58:46Z","2021-05-18T09:21:07Z","2016-12-02T09:58:46Z",,"1987-10-27","Made available in DSpace on 2016-12-02T09:58:46Z (GMT). No. of bitstreams: 1
us4703290(a).pdf: 288391 bytes, checksum: c45e13286a59abfd5000396b42082aca (MD5)
  Previous issue date: 1987-10-27||Made available in DSpace on 2021-05-18T09:21:07Z (GMT). No. of bitstreams: 1
us4703290(a).pdf: 288391 bytes, checksum: c45e13286a59abfd5000396b42082aca (MD5)
  Previous issue date: 1987-10-27","http://localhost:8080/xmlui/handle/108/22683",,,,"Acoustic wave filter (TIRC 16676)",,
"01e29127-3973-4d0b-acb8-e317d029074b","108/33",,"US3299713(A)||STROHLEIN  &  CO","2021-05-18T09:19:14Z","2016-12-02T09:58:39Z","2021-05-18T09:19:14Z","2016-12-02T09:58:39Z",,"1967-01-24","Made available in DSpace on 2016-12-02T09:58:39Z (GMT). No. of bitstreams: 1
us3299713(a).pdf: 385265 bytes, checksum: 7cb4fa71f84cebb13f878e538b56c113 (MD5)
  Previous issue date: 1967-01-24||Made available in DSpace on 2021-05-18T09:19:14Z (GMT). No. of bitstreams: 1
us3299713(a).pdf: 385265 bytes, checksum: 7cb4fa71f84cebb13f878e538b56c113 (MD5)
  Previous issue date: 1967-01-24","http://localhost:8080/xmlui/handle/108/22586",,,,"Method and apparatus for determining the surface area of finely divided substances bygas adsorption (TIRC 7076)",,
"020fdea9-8037-40a1-9517-41c5d4bfc4b7","108/33",,"US4296669(A)||The United States of America as represented","2021-05-18T09:19:47Z","2016-12-02T09:58:42Z","2021-05-18T09:19:47Z","2016-12-02T09:58:42Z",,"1981-10-27","Made available in DSpace on 2016-12-02T09:58:42Z (GMT). No. of bitstreams: 1
us4296669(a).pdf: 513047 bytes, checksum: 75b7de820e187bff297ea9e19d26a1d8 (MD5)
  Previous issue date: 1981-10-27||Made available in DSpace on 2021-05-18T09:19:47Z (GMT). No. of bitstreams: 1
us4296669(a).pdf: 513047 bytes, checksum: 75b7de820e187bff297ea9e19d26a1d8 (MD5)
  Previous issue date: 1981-10-27","http://localhost:8080/xmlui/handle/108/22623",,,,"Rocket tube launcher with cast-in place tube support bulkhead (TIRC 17941)",,
"023e15ab-915b-42b0-871d-976fe2f16da9","108/33",,"US4245559A||Raytheon Company","2021-05-18T09:07:29Z","2016-12-02T09:58:04Z","2021-05-18T09:07:29Z","2016-12-02T09:58:04Z",,"1919-01-20","Made available in DSpace on 2016-12-02T09:58:04Z (GMT). No. of bitstreams: 1
us4245559a.pdf: 860189 bytes, checksum: e9679d21196dd04a6430993f33cf27c2 (MD5)
  Previous issue date: 1919-01-20||Made available in DSpace on 2021-05-18T09:07:29Z (GMT). No. of bitstreams: 1
us4245559a.pdf: 860189 bytes, checksum: e9679d21196dd04a6430993f33cf27c2 (MD5)
  Previous issue date: 1919-01-20","http://localhost:8080/xmlui/handle/108/22087",,,,"Antitank weapon system and elements therefor",,
"02973dc4-0b4f-4242-8fcd-841ad513ae77","108/33",,"US4951901A||Ship Systems, Inc.","2021-05-18T09:07:11Z","2016-12-02T09:58:01Z","2021-05-18T09:07:11Z","2016-12-02T09:58:01Z",,"1990-08-28","Made available in DSpace on 2016-12-02T09:58:01Z (GMT). No. of bitstreams: 1
us4951901a.pdf: 1101012 bytes, checksum: 367d28ae9bd45724c3de5c23a490f823 (MD5)
  Previous issue date: 1990-08-28||Made available in DSpace on 2021-05-18T09:07:11Z (GMT). No. of bitstreams: 1
us4951901a.pdf: 1101012 bytes, checksum: 367d28ae9bd45724c3de5c23a490f823 (MD5)
  Previous issue date: 1990-08-28","http://localhost:8080/xmlui/handle/108/22041",,,,"Spin-stabilized projectile with pulse receiver and method of use",,
"029b9dc4-7c49-49ee-9ac9-e403cef3b365","108/33",,"US4640181(A)||Kuka Wehrtechnik GmbH","2021-05-18T09:19:45Z","2016-12-02T09:58:41Z","2021-05-18T09:19:45Z","2016-12-02T09:58:41Z",,"1987-02-03","Made available in DSpace on 2016-12-02T09:58:41Z (GMT). No. of bitstreams: 1
us4640181(a).pdf: 485623 bytes, checksum: 21289a40c6c0082a4a14be3925ee0b98 (MD5)
  Previous issue date: 1987-02-03||Made available in DSpace on 2021-05-18T09:19:45Z (GMT). No. of bitstreams: 1
us4640181(a).pdf: 485623 bytes, checksum: 21289a40c6c0082a4a14be3925ee0b98 (MD5)
  Previous issue date: 1987-02-03","http://localhost:8080/xmlui/handle/108/22618",,,,"Automatic gun loading device for a tank (TIRC 16639)",,
"02a4f009-05ba-48ea-8fc2-a57bea5e6177","108/33",,"US4686885A||Motorola, Inc.","2021-05-18T09:06:07Z","2016-12-02T09:57:57Z","2021-05-18T09:06:07Z","2016-12-02T09:57:57Z",,"1987","Made available in DSpace on 2016-12-02T09:57:57Z (GMT). No. of bitstreams: 1
us4686885a.pdf: 342071 bytes, checksum: 1e2ff96c77df4321d135b57f229f4bc1 (MD5)
  Previous issue date: 1987||Made available in DSpace on 2021-05-18T09:06:07Z (GMT). No. of bitstreams: 1
us4686885a.pdf: 342071 bytes, checksum: 1e2ff96c77df4321d135b57f229f4bc1 (MD5)
  Previous issue date: 1987","http://localhost:8080/xmlui/handle/108/21983",,,,"Apparatus and method of safe and arming munitions",,
"02ea34b3-befa-4cb2-a37f-9e84bc23d85e","108/33",,"WO9924774A2||GIAT Industries","2021-05-18T09:17:05Z","2016-12-02T09:58:33Z","2021-05-18T09:17:05Z","2016-12-02T09:58:33Z",,"1995-12-06","Made available in DSpace on 2016-12-02T09:58:33Z (GMT). No. of bitstreams: 1
wo9924774a2.pdf: 2088750 bytes, checksum: d2c861713adf2eca638ef1326ea86187 (MD5)
  Previous issue date: 1995-12-06||Made available in DSpace on 2021-05-18T09:17:05Z (GMT). No. of bitstreams: 1
wo9924774a2.pdf: 2088750 bytes, checksum: d2c861713adf2eca638ef1326ea86187 (MD5)
  Previous issue date: 1995-12-06","http://localhost:8080/xmlui/handle/108/22504",,,,"Rotational motion prevention device between an arrow-type projectile and its support",,
"032d731d-de85-4414-934b-bb7db96dda24","108/33",,"US3296584(A)||None","2021-05-18T09:16:34Z","2016-12-02T09:58:34Z","2021-05-18T09:16:34Z","2016-12-02T09:58:34Z",,"1967-01-03","Made available in DSpace on 2016-12-02T09:58:34Z (GMT). No. of bitstreams: 1
us3296584(a).pdf: 264245 bytes, checksum: e5edce909fa438a482490aa9ad3c74d3 (MD5)
  Previous issue date: 1967-01-03||Made available in DSpace on 2021-05-18T09:16:34Z (GMT). No. of bitstreams: 1
us3296584(a).pdf: 264245 bytes, checksum: e5edce909fa438a482490aa9ad3c74d3 (MD5)
  Previous issue date: 1967-01-03","http://localhost:8080/xmlui/handle/108/22513",,,,"Segmented ferrite sonar transducer with permanent magnet bias (TIRC 7073)",,
"03abb815-4e10-44aa-ac2b-7e256056e1b1","108/33",,"US4640812(A)||General Electric Company","2021-05-18T09:19:50Z","2016-12-02T09:58:40Z","2021-05-18T09:19:50Z","2016-12-02T09:58:40Z",,"1987-02-03","Made available in DSpace on 2016-12-02T09:58:40Z (GMT). No. of bitstreams: 1
us4640812(a).pdf: 1023940 bytes, checksum: 4a4d8fd187fccf9c6c65b808c08a5b0e (MD5)
  Previous issue date: 1987-02-03||Made available in DSpace on 2021-05-18T09:19:50Z (GMT). No. of bitstreams: 1
us4640812(a).pdf: 1023940 bytes, checksum: 4a4d8fd187fccf9c6c65b808c08a5b0e (MD5)
  Previous issue date: 1987-02-03","http://localhost:8080/xmlui/handle/108/22601",,,,"Nuclear system test simulator (TIRC 16642)",,
"03d126d9-1780-4be8-bcbb-5da7071c5c6b","108/33",,"US5083041A||The United States of America as represented by the","2021-05-18T09:16:45Z","2016-12-02T09:58:32Z","2021-05-18T09:16:45Z","2016-12-02T09:58:32Z",,"1992-01-21","Made available in DSpace on 2016-12-02T09:58:32Z (GMT). No. of bitstreams: 1
us5083041a.pdf: 475162 bytes, checksum: 6660fb19f444e38eb2575212957bd0e4 (MD5)
  Previous issue date: 1992-01-21||Made available in DSpace on 2021-05-18T09:16:45Z (GMT). No. of bitstreams: 1
us5083041a.pdf: 475162 bytes, checksum: 6660fb19f444e38eb2575212957bd0e4 (MD5)
  Previous issue date: 1992-01-21","http://localhost:8080/xmlui/handle/108/22493",,,,"Thermomagnetic safe arm device",,
"03e3d1a4-2a66-48c8-9c05-2299c3d3c923","108/33",,"EP1381879B1||EADS Deutschland GmbH","2021-05-18T09:05:50Z","2016-12-02T09:57:52Z","2021-05-18T09:05:50Z","2016-12-02T09:57:52Z",,"2005-06-29","Made available in DSpace on 2016-12-02T09:57:52Z (GMT). No. of bitstreams: 1
ep1381879b1.pdf: 54371 bytes, checksum: e10d5c542eccb9e79a4cb7a4ba49f424 (MD5)
  Previous issue date: 2005-06-29||Made available in DSpace on 2021-05-18T09:05:50Z (GMT). No. of bitstreams: 1
ep1381879b1.pdf: 54371 bytes, checksum: e10d5c542eccb9e79a4cb7a4ba49f424 (MD5)
  Previous issue date: 2005-06-29","http://localhost:8080/xmlui/handle/108/21918",,,,"METHOD FOR RECOGNIZING AND IDENTIFYING OBJECTS",,
"03ea305a-1537-4728-9edd-96923613b2ed","108/33",,"US4868444(A)||Sanyo Electric Co., Ltd.","2021-05-18T09:07:32Z","2016-12-02T09:57:32Z","2021-05-18T09:07:32Z","2016-12-02T09:57:32Z",,"1989-09-19","Made available in DSpace on 2016-12-02T09:57:32Z (GMT). No. of bitstreams: 1
us4868444(a).pdf: 450539 bytes, checksum: 214446f3da1ead8e6c8e3d549a8d8282 (MD5)
  Previous issue date: 1989-09-19||Made available in DSpace on 2021-05-18T09:07:32Z (GMT). No. of bitstreams: 1
us4868444(a).pdf: 450539 bytes, checksum: 214446f3da1ead8e6c8e3d549a8d8282 (MD5)
  Previous issue date: 1989-09-19","http://localhost:8080/xmlui/handle/108/21701",,,,"Surface acoustic wave device (TIRC 17199)",,
"040000c5-8e81-456e-a699-565e303c7378","108/33",,"US20060234577A1||None","2021-05-18T09:05:40Z","2016-12-02T09:57:53Z","2021-05-18T09:05:40Z","2016-12-02T09:57:53Z",,"2006-10-19","Made available in DSpace on 2016-12-02T09:57:53Z (GMT). No. of bitstreams: 1
us20060234577a1.pdf: 778040 bytes, checksum: 75156d3031a97ce320851d9353bad681 (MD5)
  Previous issue date: 2006-10-19||Made available in DSpace on 2021-05-18T09:05:40Z (GMT). No. of bitstreams: 1
us20060234577a1.pdf: 778040 bytes, checksum: 75156d3031a97ce320851d9353bad681 (MD5)
  Previous issue date: 2006-10-19","http://localhost:8080/xmlui/handle/108/21928",,,,"Advanced body armor utilizing shear thickening fluids",,
"0467093b-83df-43bf-9092-21f9ce37c8f1","108/33",,"US4104970(A)||The United States of America as represented","2021-05-18T09:17:43Z","2016-12-02T09:58:37Z","2021-05-18T09:17:43Z","2016-12-02T09:58:37Z",,"1978-08-08","Made available in DSpace on 2016-12-02T09:58:37Z (GMT). No. of bitstreams: 1
us4104970(a).pdf: 237247 bytes, checksum: 4241a75a3141e84a66bc98c710afc142 (MD5)
  Previous issue date: 1978-08-08||Made available in DSpace on 2021-05-18T09:17:43Z (GMT). No. of bitstreams: 1
us4104970(a).pdf: 237247 bytes, checksum: 4241a75a3141e84a66bc98c710afc142 (MD5)
  Previous issue date: 1978-08-08","http://localhost:8080/xmlui/handle/108/22565",,,,"Electronic ignition system for liquid explosive (TIRC 14436)",,
"047602aa-9591-405c-97bb-63b7ac492e7e","108/33",,"US20020190155A1||{n/a}","2021-05-18T09:09:38Z","2016-12-02T09:58:13Z","2021-05-18T09:09:38Z","2016-12-02T09:58:13Z",,"2002-12-19","Made available in DSpace on 2016-12-02T09:58:13Z (GMT). No. of bitstreams: 1
us20020190155a1.pdf: 575092 bytes, checksum: c340eae96306bcb527ec3d10c354b56d (MD5)
  Previous issue date: 2002-12-19||Made available in DSpace on 2021-05-18T09:09:38Z (GMT). No. of bitstreams: 1
us20020190155a1.pdf: 575092 bytes, checksum: c340eae96306bcb527ec3d10c354b56d (MD5)
  Previous issue date: 2002-12-19","http://localhost:8080/xmlui/handle/108/22200",,,,"GUIDED BULLET",,
"047ef1d7-d4a4-4973-9d0d-d361695888e9","108/33",,"US20050081732A1||{n/a}","2021-05-18T09:07:50Z","2016-12-02T09:58:03Z","2021-05-18T09:07:50Z","2016-12-02T09:58:03Z",,"2005-04-21","Made available in DSpace on 2016-12-02T09:58:03Z (GMT). No. of bitstreams: 1
us20050081732a1.pdf: 725670 bytes, checksum: 86a400cb3cb2247cd768c682463dfd22 (MD5)
  Previous issue date: 2005-04-21||Made available in DSpace on 2021-05-18T09:07:50Z (GMT). No. of bitstreams: 1
us20050081732a1.pdf: 725670 bytes, checksum: 86a400cb3cb2247cd768c682463dfd22 (MD5)
  Previous issue date: 2005-04-21","http://localhost:8080/xmlui/handle/108/22065",,,,"Safety and arming apparatus and method for a munition",,
"0486f543-b1b6-41b8-aa81-311ab36b6830","108/33",,"US3677132(A)||The United States of America as represented","2021-05-18T09:20:20Z","2016-12-02T09:58:44Z","2021-05-18T09:20:20Z","2016-12-02T09:58:44Z",,"1972-07-18","Made available in DSpace on 2016-12-02T09:58:44Z (GMT). No. of bitstreams: 1
us3677132(a).pdf: 360177 bytes, checksum: 6d09755e666ffba39f8bfe27ad2f6744 (MD5)
  Previous issue date: 1972-07-18||Made available in DSpace on 2021-05-18T09:20:20Z (GMT). No. of bitstreams: 1
us3677132(a).pdf: 360177 bytes, checksum: 6d09755e666ffba39f8bfe27ad2f6744 (MD5)
  Previous issue date: 1972-07-18","http://localhost:8080/xmlui/handle/108/22651",,,,"WATERPROOF SOUND, FLASH AND RECOIL SUPPRESSOR FOR FIREARMS (TIRC 12070)",,
"04afc2a3-8207-4ebf-8423-2eb8d41f2ce1","108/33",,"US20020039073A1||RAFAEL ARMAMENT DEVELOPMENT AUTHORITY LTD.","2021-05-18T09:04:30Z","2016-12-02T09:57:37Z","2021-05-18T09:04:30Z","2016-12-02T09:57:37Z",,"2002-04-04","Made available in DSpace on 2016-12-02T09:57:37Z (GMT). No. of bitstreams: 1
us20020039073a1.pdf: 1147689 bytes, checksum: eb1a6f85d5d3402eb2991826a8fc57c7 (MD5)
  Previous issue date: 2002-04-04||Made available in DSpace on 2021-05-18T09:04:30Z (GMT). No. of bitstreams: 1
us20020039073a1.pdf: 1147689 bytes, checksum: eb1a6f85d5d3402eb2991826a8fc57c7 (MD5)
  Previous issue date: 2002-04-04","http://localhost:8080/xmlui/handle/108/21748",,,,"Gaze-actuated information system",,
"05057371-193c-43e0-abd2-0639f4a696d1","108/33",,"EP0862721B1","2021-05-18T09:08:56Z","2016-12-02T09:58:08Z","2021-05-18T09:08:56Z","2016-12-02T09:58:08Z",,"2004-08-18","Made available in DSpace on 2016-12-02T09:58:08Z (GMT). No. of bitstreams: 1
ep862721b1.pdf: 281234 bytes, checksum: 2cbd32e8b8822fd1ef5613790ad2d5f0 (MD5)
  Previous issue date: 2004-08-18||Made available in DSpace on 2021-05-18T09:08:56Z (GMT). No. of bitstreams: 1
ep862721b1.pdf: 281234 bytes, checksum: 2cbd32e8b8822fd1ef5613790ad2d5f0 (MD5)
  Previous issue date: 2004-08-18","http://localhost:8080/xmlui/handle/108/22143",,,,"COMPOSITE/METALLIC GUN BARREL",,
"054e5e73-8f28-4660-9aba-16bd1d1412e4","108/33",,"US20050017124A1||INSTITUT FRANCO ALLEMAND DE RECHERCHES DE SAINT LO","2021-05-18T09:08:17Z","2016-12-02T09:58:05Z","2021-05-18T09:08:17Z","2016-12-02T09:58:05Z",,"2005-01-27","Made available in DSpace on 2016-12-02T09:58:05Z (GMT). No. of bitstreams: 1
us20050017124a1.pdf: 271537 bytes, checksum: 0b8da77b5ffc8c93183bed08da48b323 (MD5)
  Previous issue date: 2005-01-27||Made available in DSpace on 2021-05-18T09:08:17Z (GMT). No. of bitstreams: 1
us20050017124a1.pdf: 271537 bytes, checksum: 0b8da77b5ffc8c93183bed08da48b323 (MD5)
  Previous issue date: 2005-01-27","http://localhost:8080/xmlui/handle/108/22100",,,,"Projectile steering by plasma discharge",,
"05d4f6e1-1b8b-49ed-8f1e-81b91ba58fbf","108/33",,"EP0706026A1||ROCKWELL INTERNATIONAL CORPORATION","2021-05-18T09:05:40Z","2016-12-02T09:57:51Z","2021-05-18T09:05:40Z","2016-12-02T09:57:51Z",,"1996-04-10","Made available in DSpace on 2016-12-02T09:57:51Z (GMT). No. of bitstreams: 1
ep706026a1.pdf: 455704 bytes, checksum: 91412d68a3d5962079804cc790352b16 (MD5)
  Previous issue date: 1996-04-10||Made available in DSpace on 2021-05-18T09:05:40Z (GMT). No. of bitstreams: 1
ep706026a1.pdf: 455704 bytes, checksum: 91412d68a3d5962079804cc790352b16 (MD5)
  Previous issue date: 1996-04-10","http://localhost:8080/xmlui/handle/108/21907",,,,"Warhead for destruction of deeply buried and hardened targets",,
"05f2d6bc-f281-49df-8b26-b24de0e14439","108/33",,"US3934511(A)||The United States of America as represented","2021-05-18T09:20:14Z","2016-12-02T09:58:48Z","2021-05-18T09:20:14Z","2016-12-02T09:58:48Z",,"1976-01-27","Made available in DSpace on 2016-12-02T09:58:48Z (GMT). No. of bitstreams: 1
us3934511(a).pdf: 243871 bytes, checksum: c30a6b26baa2ff88f137f0c104f2e2e3 (MD5)
  Previous issue date: 1976-01-27||Made available in DSpace on 2021-05-18T09:20:14Z (GMT). No. of bitstreams: 1
us3934511(a).pdf: 243871 bytes, checksum: c30a6b26baa2ff88f137f0c104f2e2e3 (MD5)
  Previous issue date: 1976-01-27","http://localhost:8080/xmlui/handle/108/22710",,,,"Linear shaped charge warhead (TIRC 11803)",,
"06074e78-ec7f-4caa-868d-1717b08843e2","108/33",,"US7275691B1||None","2021-05-18T09:09:37Z","2016-12-02T09:58:11Z","2021-05-18T09:09:37Z","2016-12-02T09:58:11Z",,"2007-10-02","Made available in DSpace on 2016-12-02T09:58:11Z (GMT). No. of bitstreams: 1
us7275691b1.pdf: 790012 bytes, checksum: a89db43b7fe3e39a0ebd92cbeea67953 (MD5)
  Previous issue date: 2007-10-02||Made available in DSpace on 2021-05-18T09:09:37Z (GMT). No. of bitstreams: 1
us7275691b1.pdf: 790012 bytes, checksum: a89db43b7fe3e39a0ebd92cbeea67953 (MD5)
  Previous issue date: 2007-10-02","http://localhost:8080/xmlui/handle/108/22179",,,,"Artillery fire control system",,
"06e05519-34dc-417c-88fd-44070ecf49ed","108/33",,"EP0485066A1||GENERAL ELECTRIC COMPANY","2021-05-18T09:05:22Z","2016-12-02T09:57:49Z","2021-05-18T09:05:22Z","2016-12-02T09:57:49Z",,"1992-05-13","Made available in DSpace on 2016-12-02T09:57:49Z (GMT). No. of bitstreams: 1
ep485066a1.pdf: 327347 bytes, checksum: 9281973c51f6e665362d03c20dd8a9b7 (MD5)
  Previous issue date: 1992-05-13||Made available in DSpace on 2021-05-18T09:05:22Z (GMT). No. of bitstreams: 1
ep485066a1.pdf: 327347 bytes, checksum: 9281973c51f6e665362d03c20dd8a9b7 (MD5)
  Previous issue date: 1992-05-13","http://localhost:8080/xmlui/handle/108/21879",,,,"Cased telescoped ammunition",,
"07278a2e-b686-4a25-8fb0-5e15d0581738","108/33",,"US20030209161A1||{n/a}","2021-05-18T09:06:26Z","2016-12-02T09:57:58Z","2021-05-18T09:06:26Z","2016-12-02T09:57:58Z",,"2003-11-13","Made available in DSpace on 2016-12-02T09:57:58Z (GMT). No. of bitstreams: 1
us20030209161a1.pdf: 401022 bytes, checksum: 0fa6bffddb4afd9d059c62e4961dc61a (MD5)
  Previous issue date: 2003-11-13||Made available in DSpace on 2021-05-18T09:06:26Z (GMT). No. of bitstreams: 1
us20030209161a1.pdf: 401022 bytes, checksum: 0fa6bffddb4afd9d059c62e4961dc61a (MD5)
  Previous issue date: 2003-11-13","http://localhost:8080/xmlui/handle/108/21991",,,,"Nesting switch for submunition fuzes",,
"07313489-3504-429b-b448-3e3bce8f3404","108/33",,"US6761330B1||The United States of America as represented by the","2021-05-18T09:13:45Z","2016-12-02T09:58:27Z","2021-05-18T09:13:45Z","2016-12-02T09:58:27Z",,"2004-07-13","Made available in DSpace on 2016-12-02T09:58:27Z (GMT). No. of bitstreams: 1
us6761330b1.pdf: 219215 bytes, checksum: 27e458187d9ed10c13d57589fe5ed003 (MD5)
  Previous issue date: 2004-07-13||Made available in DSpace on 2021-05-18T09:13:45Z (GMT). No. of bitstreams: 1
us6761330b1.pdf: 219215 bytes, checksum: 27e458187d9ed10c13d57589fe5ed003 (MD5)
  Previous issue date: 2004-07-13","http://localhost:8080/xmlui/handle/108/22416",,,,"Rocket accuracy improvement device",,
